isin_random,year,index,exec_name_random,exec_pos,exec_comp_total,pr_avg,pr_med,empl_comp_avg,empl_comp_med,empl_number_consid,FF_12_consumer_combined,FF_12_consumer_combined_text
FR80848623101,2020,Other,"Northrup, Carmen",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR80848623101,2019,Other,"Northrup, Carmen",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR80848623101,2018,Other,"Northrup, Carmen",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR80848623101,2017,Other,"Northrup, Carmen",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR80848623101,2016,Other,"Northrup, Carmen",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR80848623101,2015,Other,"Northrup, Carmen",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR81085925823,2021,Other,"Vialpando, Taylor",Chairman and Chief Executive Officer,NA,4.9,6.9,NA,NA,NA,9,Shops
FR81085925823,2020,Other,"Vialpando, Taylor",Chairman and Chief Executive Officer,NA,5.4,7.3,NA,NA,NA,9,Shops
FR81085925823,2019,Other,"Vialpando, Taylor",Chairman and Chief Executive Officer,NA,5.2,6.9,NA,NA,NA,9,Shops
FR81085925823,2018,Other,"Vialpando, Taylor",Chairman and Chief Executive Officer,NA,5.3,7.3,NA,NA,NA,9,Shops
FR81085925823,2017,Other,"Vialpando, Taylor",Chairman and Chief Executive Officer,NA,5.6,7.9,NA,NA,NA,9,Shops
FR81085925823,2016,Other,"Vialpando, Taylor",Chairman and Chief Executive Officer,NA,4,5.2,NA,NA,NA,9,Shops
FR81085925823,2015,Other,"Vialpando, Taylor",Chairman and Chief Executive Officer,NA,2.9,3.8,NA,NA,NA,9,Shops
FR81785489897,2021,Other,"Aguilar Gomez, Zoe",CEO,1102553,3.72,5.77,113392,NA,NA,10,Healthcare
FR81785489897,2020,Other,"Aguilar Gomez, Zoe",CEO,1055142,6.11,10.85,173948,NA,NA,10,Healthcare
FR81785489897,2019,Other,"Aguilar Gomez, Zoe",CEO,443073,3.69,5.71,119914,NA,NA,10,Healthcare
FR81785489897,2018,Other,"Aguilar Gomez, Zoe",CEO,433123,4.92,6.23,88638,NA,NA,10,Healthcare
FR81785489897,2017,Other,"Aguilar Gomez, Zoe",CEO,489471,3.35,4.82,11793,NA,NA,10,Healthcare
FR81785489897,2016,Other,"Aguilar Gomez, Zoe",CEO,200458,2.18,2.88,84803,NA,NA,10,Healthcare
FR81785489897,2015,Other,"Aguilar Gomez, Zoe",CEO,160933,2.21,2.52,72878,NA,NA,10,Healthcare
FR81977582708,2021,Other,"Kuck, Tecumseh",Chairman and Chief Executive Officer,86408,2.1,2.5,40955,34019,NA,12,Other
FR81977582708,2020,Other,"Kuck, Tecumseh",Chairman and Chief Executive Officer,86404,2.1,2.5,40955,34019,NA,12,Other
FR81977582708,2019,Other,"Kuck, Tecumseh",Chairman and Chief Executive Officer,207544,5.2,6.1,39640,34067,NA,12,Other
FR81977582708,2018,Other,"Kuck, Tecumseh",Chairman and Chief Executive Officer,215602,6,7,36184,30693,NA,12,Other
FR81977582708,2017,Other,"Kuck, Tecumseh",Chairman and Chief Executive Officer,214357,6.1,7.1,34993,30068,NA,12,Other
FR81977582708,2016,Other,"Kuck, Tecumseh",Chairman and Chief Executive Officer,207378,6.1,7.1,34398,29310,NA,12,Other
FR81977582708,2015,Other,"Kuck, Tecumseh",Chairman and Chief Executive Officer,207378,6.2,7.1,33062,28886,NA,12,Other
FR82190596058,2021,Other,"Munoz, Aaron",Chairman and Chief Executive Officer,431599,23.38,19.1,NA,NA,NA,12,Other
FR82190596058,2020,Other,"Munoz, Aaron",Chairman and Chief Executive Officer,536570,NA,NA,NA,NA,NA,12,Other
FR82190596058,2019,Other,"Munoz, Aaron",Chairman and Chief Executive Officer,431389,21.01,20.9,NA,NA,NA,12,Other
FR82190596058,2018,Other,"Munoz, Aaron",Chairman and Chief Executive Officer,428959,13.69,16.16,NA,NA,NA,12,Other
FR82190596058,2017,Other,"Munoz, Aaron",Chairman and Chief Executive Officer,417030,14,16.67,NA,NA,NA,12,Other
FR82190596058,2016,Other,"Munoz, Aaron",Chairman and Chief Executive Officer,396859,13.88,16.49,NA,NA,NA,12,Other
FR82190596058,2015,Other,"Munoz, Aaron",Chairman and Chief Executive Officer,360207,13.27,15.93,NA,NA,NA,12,Other
FR83479327018,2021,Other,"Albin, James",Chairman of the Management Board,769138,11,15,NA,NA,NA,10,Healthcare
FR83479327018,2020,Other,"Mccaune, Mica","Chairman of the Management Board, President and Chief Executive Officer",648526,11,14,NA,NA,NA,10,Healthcare
FR83479327018,2019,Other,"Mccaune, Mica","Chairman of the Management Board, President and Chief Executive Officer",1498693,11,NA,NA,NA,NA,10,Healthcare
FR83479327018,2018,Other,"Mccaune, Mica","Chairman of the Management Board, President and Chief Executive Officer",644400,NA,NA,NA,NA,NA,10,Healthcare
FR83479327018,2017,Other,"Mccaune, Mica","Chairman of the Management Board, President and Chief Executive Officer",1208098,NA,NA,NA,NA,NA,10,Healthcare
FR83479327018,2016,Other,"Mccaune, Mica","Chairman of the Management Board, President and Chief Executive Officer",591018,NA,NA,NA,NA,NA,10,Healthcare
FR83479327018,2015,Other,"Mccaune, Mica","Chairman of the Management Board, President and Chief Executive Officer",1857599,12,15,NA,NA,NA,10,Healthcare
FR83931249670,2021,Other,"el-Javid, Amaani",CEO,641000,NA,NA,NA,NA,NA,11,Finance
FR83931249670,2020,Other,"el-Javid, Amaani",CEO,1023000,8.41,9.19,NA,NA,NA,11,Finance
FR83931249670,2019,Other,"el-Javid, Amaani",CEO,917000,9.9,11.75,NA,NA,NA,11,Finance
FR83931249670,2018,Other,"el-Javid, Amaani",CEO,883000,12.73,11.44,NA,NA,NA,11,Finance
FR83931249670,2017,Other,"el-Javid, Amaani",CEO,894000,15.06,13.95,NA,NA,NA,11,Finance
FR83931249670,2016,Other,"el-Javid, Amaani",CEO,NA,8.63,9.26,NA,NA,NA,11,Finance
FR83931249670,2015,Other,"el-Javid, Amaani",CEO,NA,9.34,8.12,NA,NA,NA,11,Finance
FR84323271365,2021,Other,"Blades, Samara",Chairman and Chief Executive Officer,15969,NA,NA,NA,NA,NA,11,Finance
FR84323271365,2020,Other,"Blades, Samara",Chairman and Chief Executive Officer,36000,NA,NA,NA,NA,NA,11,Finance
FR84323271365,2019,Other,"Blades, Samara",Chairman and Chief Executive Officer,36000,NA,NA,NA,NA,NA,11,Finance
FR84323271365,2018,Other,"Blades, Samara",Chairman and Chief Executive Officer,36000,NA,NA,NA,NA,NA,11,Finance
FR84323271365,2017,Other,"Blades, Samara",Chairman and Chief Executive Officer,12000,0.47,0.63,25447,19157,NA,11,Finance
FR84323271365,2016,Other,"Blades, Samara",Chairman and Chief Executive Officer,12000,0.58,0.65,20799,18500,NA,11,Finance
FR84323271365,2015,Other,"Blades, Samara",Chairman and Chief Executive Officer,12000,0.58,0.58,20787,20787,NA,11,Finance
FR84391754574,2021,Other,"Johnson, Dylan",Chairman and Chief Executive Officer,354956,1.24,1.22,272818,NA,NA,12,Other
FR84391754574,2020,Other,"Johnson, Dylan",Chairman and Chief Executive Officer,347856,0.81,0.97,437049,NA,NA,12,Other
FR84391754574,2019,Other,"Johnson, Dylan",Chairman and Chief Executive Officer,353856,1.15,1.22,307525,NA,NA,12,Other
FR84391754574,2018,Other,"Johnson, Dylan",Chairman and Chief Executive Officer,353856,0.93,1.24,381324,NA,NA,12,Other
FR84391754574,2017,Other,"Johnson, Dylan",Chairman and Chief Executive Officer,353856,1.41,1.36,250139,NA,NA,12,Other
FR84391754574,2016,Other,"Johnson, Dylan",Chairman and Chief Executive Officer,353856,1.29,1.33,274992,NA,NA,12,Other
FR84391754574,2015,Other,"Johnson, Dylan",Chairman and Chief Executive Officer,353856,1.08,1.05,326958,NA,NA,12,Other
FR84441189132,2021,Other,"el-Salem, Abbaad",Chairman and Chief Executive Officer,2208000,4.2,5.03,55935,44574,NA,10,Healthcare
FR84441189132,2020,Other,"el-Salem, Abbaad",Chairman and Chief Executive Officer,916000,13.2,15.8,56445,47188,NA,10,Healthcare
FR84441189132,2019,Other,"el-Salem, Abbaad",Chairman and Chief Executive Officer,1411000,13.1,15.6,57374,48391,NA,10,Healthcare
FR84441189132,2018,Other,"el-Salem, Abbaad",Chairman and Chief Executive Officer,825000,12.6,15,58839,49441,NA,10,Healthcare
FR84441189132,2017,Other,"el-Salem, Abbaad",Chairman and Chief Executive Officer,795000,13.2,15.7,55483,46753,NA,10,Healthcare
FR84441189132,2016,Other,"el-Salem, Abbaad",Chairman and Chief Executive Officer,843000,15.2,18.8,50329,40571,NA,10,Healthcare
FR84441189132,2015,Other,"el-Salem, Abbaad",Chairman and Chief Executive Officer,305000,6.2,7.5,48614,40463,NA,10,Healthcare
FR84453916318,2021,Other,"Walborn, Brittany",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR84453916318,2020,Other,"Walborn, Brittany",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR84453916318,2019,Other,"Walborn, Brittany",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR84453916318,2018,Other,"Walborn, Brittany",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR84453916318,2017,Other,"Walborn, Brittany",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR84453916318,2016,Other,"Walborn, Brittany",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR84453916318,2015,Other,"Walborn, Brittany",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR84941015995,2021,Other,"Zuni, Brianna",Chairman and Chief Executive Officer,86700,NA,NA,NA,NA,NA,3,Manufacturing
FR84941015995,2020,Other,"Zuni, Brianna",Chairman and Chief Executive Officer,84000,1,1,84000,84000,NA,3,Manufacturing
FR84941015995,2019,Other,"Zuni, Brianna",Chairman and Chief Executive Officer,84000,1.09,1.06,76776,79440,NA,3,Manufacturing
FR84941015995,2018,Other,"Zuni, Brianna",Chairman and Chief Executive Officer,84000,1.11,1.08,75629,77121,NA,3,Manufacturing
FR84941015995,2017,Other,"Zuni, Brianna",Chairman and Chief Executive Officer,NA,1.17,1.1,71729,76428,NA,3,Manufacturing
FR84941015995,2016,Other,"Zuni, Brianna",Chairman and Chief Executive Officer,NA,1.31,1.33,63915,63218,NA,3,Manufacturing
FR84941015995,2015,Other,"Zuni, Brianna",Chairman and Chief Executive Officer,NA,1.2,1.35,70099,62186,NA,3,Manufacturing
FR86158191109,2021,Other,"Franklin, Asha",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR86158191109,2020,Other,"Franklin, Asha",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR86158191109,2019,Other,"Franklin, Asha",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR86158191109,2018,Other,"Franklin, Asha",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR86158191109,2017,Other,"Franklin, Asha",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR86158191109,2016,Other,"Franklin, Asha",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR86158191109,2015,Other,"Franklin, Asha",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR86350716321,2021,Other,"Hill, Ilana",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR86350716321,2020,Other,"Nguyen, Jenna",CEO,381229,NA,NA,NA,NA,NA,NA,NA
FR86350716321,2019,Other,"Nguyen, Jenna",CEO,313270,NA,NA,NA,NA,NA,NA,NA
FR86350716321,2018,Other,"Nguyen, Jenna",CEO,300848,NA,NA,NA,NA,NA,NA,NA
FR86350716321,2017,Other,"Hill, Ilana",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR86350716321,2016,Other,"Hill, Ilana",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR86350716321,2015,Other,"Hill, Ilana",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR87221040886,2021,Other,"Woodard, Myles",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR87221040886,2020,Other,"Woodard, Myles",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR87221040886,2019,Other,"Woodard, Myles",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR87221040886,2018,Other,"Woodard, Myles",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR87221040886,2017,Other,"Woodard, Myles",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR87221040886,2016,Other,"Woodard, Myles",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR87221040886,2015,Other,"Woodard, Myles",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR87437593368,2021,Other,"el-Zaman, Wajdi",CEO,89930,2.7,4.8,NA,NA,NA,6,Business Equipment
FR87437593368,2020,Other,"el-Zaman, Wajdi",CEO,90000,2,NA,31100,NA,NA,6,Business Equipment
FR87437593368,2019,Other,"el-Zaman, Wajdi",CEO,61478,2.4,NA,32900,NA,NA,6,Business Equipment
FR87437593368,2018,Other,"el-Zaman, Wajdi",CEO,83502,NA,NA,30400,NA,NA,6,Business Equipment
FR87437593368,2017,Other,"el-Zaman, Wajdi",CEO,108927.19,10.1,13.6,27000,NA,NA,6,Business Equipment
FR87437593368,2016,Other,"el-Zaman, Wajdi",CEO,102344.94,7.4,10.4,28000,NA,NA,6,Business Equipment
FR87437593368,2015,Other,"el-Zaman, Wajdi",CEO,137280.02,3.9,5,26000,NA,NA,6,Business Equipment
FR88019130397,2021,Other,"Lopez, Dante'Vious",CEO,406242,5.29,5.95,NA,NA,NA,NA,NA
FR88019130397,2020,Other,"Lopez, Dante'Vious",CEO,438840,2.46,2.9,NA,NA,NA,NA,NA
FR88019130397,2019,Other,"Lopez, Dante'Vious",CEO,421522,2.73,3.62,NA,NA,NA,NA,NA
FR88019130397,2018,Other,"Lopez, Dante'Vious",CEO,629007,2.43,3.08,NA,NA,NA,NA,NA
FR88019130397,2017,Other,"Lopez, Dante'Vious",CEO,131429,3.31,3.51,NA,NA,NA,NA,NA
FR88019130397,2016,Other,"Bancroft, Samuel",NA,614198,NA,NA,NA,NA,NA,NA,NA
FR88019130397,2015,Other,"Bancroft, Samuel",NA,166673,NA,NA,NA,NA,NA,NA,NA
FR88347084093,2021,Other,"Robertson, Samuel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR88347084093,2020,Other,"Robertson, Samuel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR88347084093,2019,Other,"Robertson, Samuel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR88347084093,2018,Other,"Robertson, Samuel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR88347084093,2017,Other,"Robertson, Samuel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR88347084093,2016,Other,"Robertson, Samuel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR88347084093,2015,Other,"Robertson, Samuel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR88546369080,2021,Other,"Zito, Jessy",Chairman and Chief Executive Officer,954531,2.8,6.8,NA,NA,NA,6,Business Equipment
FR88546369080,2020,Other,"Zito, Jessy",Chairman and Chief Executive Officer,736720,5.8,6.9,NA,NA,NA,6,Business Equipment
FR88546369080,2019,Other,"Zito, Jessy",Chairman and Chief Executive Officer,1115104,NA,NA,NA,NA,NA,6,Business Equipment
FR88546369080,2018,Other,"Zito, Jessy",Chairman and Chief Executive Officer,991964,NA,NA,NA,NA,NA,6,Business Equipment
FR88546369080,2017,Other,"Zito, Jessy",Chairman and Chief Executive Officer,560004,3.7,6.6,NA,NA,NA,6,Business Equipment
FR88546369080,2016,Other,"Zito, Jessy",Chairman and Chief Executive Officer,914640,9.4,13.3,NA,NA,NA,6,Business Equipment
FR88546369080,2015,Other,"Zito, Jessy",Chairman and Chief Executive Officer,89445,NA,NA,NA,NA,NA,6,Business Equipment
FR89469847001,2021,Other,"el-Abbas, Miqdaam",Chief Executive Officer and Member of the Management Board,649000,4.9,6.6,55900,41400,NA,12,Other
FR89469847001,2020,Other,"el-Abbas, Miqdaam",Chief Executive Officer and Member of the Management Board,274000,8.6,11.9,54000,39100,NA,12,Other
FR89469847001,2019,Other,"el-Abbas, Miqdaam",Chief Executive Officer and Member of the Management Board,460000,NA,NA,51400,38800,NA,12,Other
FR89469847001,2018,Other,"el-Abbas, Miqdaam",Chief Executive Officer and Member of the Management Board,456000,NA,NA,50800,38400,NA,12,Other
FR89469847001,2017,Other,"el-Abbas, Miqdaam",Chief Executive Officer and Member of the Management Board,234000,NA,NA,54700,36800,NA,12,Other
FR89469847001,2016,Other,"el-Abbas, Miqdaam",Chief Executive Officer and Member of the Management Board,1541000,NA,NA,50300,36100,NA,12,Other
FR89469847001,2015,Other,"el-Abbas, Miqdaam",Chief Executive Officer and Member of the Management Board,599000,10.4,13.8,NA,NA,NA,12,Other
FR89611249581,2021,Other,"Bluejacket, Dakota",CEO,883158,11.99,20.33,118719,NA,NA,9,Shops
FR89611249581,2020,Other,"Bluejacket, Dakota",CEO,2300442,17.13,25.34,111142,NA,NA,9,Shops
FR89611249581,2019,Other,"Bluejacket, Dakota",CEO,2310355,30.43,47.64,99261,NA,NA,9,Shops
FR89611249581,2018,Other,"Bluejacket, Dakota",CEO,1568048,18.2,25.81,86180,NA,NA,9,Shops
FR89611249581,2017,Other,"Bluejacket, Dakota",CEO,NA,NA,NA,NA,NA,NA,9,Shops
FR89611249581,2016,Other,"Bluejacket, Dakota",CEO,NA,NA,NA,NA,NA,NA,9,Shops
FR89611249581,2015,Other,"Bluejacket, Dakota",CEO,NA,NA,NA,NA,NA,NA,9,Shops
FR89644539965,2021,Other,"Ross, Earicka",CEO,328148,4.52,6.73,72559,NA,NA,8,Utilities
FR89644539965,2020,Other,"Vandermiller, Frederick",Chairman and Chief Executive Officer,215812,3.41,4.76,64588,NA,NA,8,Utilities
FR89644539965,2019,Other,"Vandermiller, Frederick",Chairman and Chief Executive Officer,245812,NA,NA,47454,NA,NA,8,Utilities
FR89644539965,2018,Other,"Vandermiller, Frederick",Chairman and Chief Executive Officer,NA,NA,NA,62036,NA,NA,8,Utilities
FR89644539965,2017,Other,"Vandermiller, Frederick",Chairman and Chief Executive Officer,NA,NA,NA,46681,NA,NA,8,Utilities
FR89644539965,2016,Other,"Vandermiller, Frederick",Chairman and Chief Executive Officer,NA,NA,NA,43791,NA,NA,8,Utilities
FR89644539965,2015,Other,"Vandermiller, Frederick",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,8,Utilities
FR89969921444,2021,Other,"Daniel, Dylan",CEO,344043,6.3,7.3,NA,NA,NA,10,Healthcare
FR89969921444,2020,Other,"Daniel, Dylan",CEO,372518,6.1,7,NA,NA,NA,10,Healthcare
FR89969921444,2019,Other,"Daniel, Dylan",CEO,365381,6.2,7.1,NA,NA,NA,10,Healthcare
FR89969921444,2018,Other,"Daniel, Dylan",CEO,583387,9.4,11,NA,NA,NA,10,Healthcare
FR89969921444,2017,Other,"Daniel, Dylan",CEO,647793,9.4,11.3,NA,NA,NA,10,Healthcare
FR89969921444,2016,Other,"Daniel, Dylan",CEO,1644187,NA,NA,NA,NA,NA,10,Healthcare
FR89969921444,2015,Other,"Daniel, Dylan",CEO,2853829,NA,NA,NA,NA,NA,10,Healthcare
FR90547686197,2021,Other,"Cellars, Domenik",Chairman and Chief Executive Officer,769750,6.6,10.3,154342,NA,NA,10,Healthcare
FR90547686197,2020,Other,"Cellars, Domenik",Chairman and Chief Executive Officer,831474,6,9.2,138475,NA,NA,10,Healthcare
FR90547686197,2019,Other,"Cellars, Domenik",Chairman and Chief Executive Officer,667123,NA,NA,160653,NA,NA,10,Healthcare
FR90547686197,2018,Other,"Cellars, Domenik",Chairman and Chief Executive Officer,1626225,NA,NA,164123,NA,NA,10,Healthcare
FR90547686197,2017,Other,"Cellars, Domenik",Chairman and Chief Executive Officer,670397,NA,NA,149264,NA,NA,10,Healthcare
FR90547686197,2016,Other,"Cellars, Domenik",Chairman and Chief Executive Officer,1070296,NA,NA,138475,NA,NA,10,Healthcare
FR90547686197,2015,Other,"Cellars, Domenik",Chairman and Chief Executive Officer,1790943,9,22,NA,NA,NA,10,Healthcare
FR90734984664,2021,Other,"el-Hares, Awda",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR90734984664,2020,Other,"el-Hares, Awda",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR90734984664,2019,Other,"el-Hares, Awda",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR90734984664,2018,Other,"el-Hares, Awda",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR90734984664,2017,Other,"el-Hares, Awda",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR90734984664,2016,Other,"el-Hares, Awda",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR90734984664,2015,Other,"el-Hares, Awda",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR90968521858,2021,Other,"Nguyen, Brian",Chief Executive Officer and Chairman,718500,0.65,0.86,275294,NA,NA,12,Other
FR90968521858,2020,Other,"Weingart, Emily",CEO,200000,2.55,2.99,245495,NA,NA,12,Other
FR90968521858,2019,Other,"Weingart, Emily",CEO,626600,NA,NA,147854,NA,NA,12,Other
FR90968521858,2018,Other,"Weingart, Emily",CEO,253600,NA,NA,137184,NA,NA,12,Other
FR90968521858,2017,Other,"Weingart, Emily",CEO,253600,NA,NA,NA,NA,NA,12,Other
FR90968521858,2016,Other,"Weingart, Emily",CEO,253600,NA,NA,NA,NA,NA,12,Other
FR90968521858,2015,Other,"Weingart, Emily",CEO,253600,NA,NA,NA,NA,NA,12,Other
FR92028025621,2021,Other,"Lee, Akiyoshi",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,12,Other
FR92028025621,2020,Other,"Lee, Akiyoshi",Chairman and Chief Executive Officer,469000,16,19.8,NA,NA,NA,12,Other
FR92028025621,2019,Other,"Lee, Akiyoshi",Chairman and Chief Executive Officer,238000,NA,NA,NA,NA,NA,12,Other
FR92028025621,2018,Other,"Lee, Akiyoshi",Chairman and Chief Executive Officer,248000,NA,NA,NA,NA,NA,12,Other
FR92028025621,2017,Other,"Lee, Akiyoshi",Chairman and Chief Executive Officer,243000,NA,NA,NA,NA,NA,12,Other
FR92028025621,2016,Other,"Lee, Akiyoshi",Chairman and Chief Executive Officer,243000,NA,NA,NA,NA,NA,12,Other
FR92028025621,2015,Other,"Lee, Akiyoshi",Chairman and Chief Executive Officer,243000,NA,NA,NA,NA,NA,12,Other
FR92642685060,2021,Other,"Gatesh, Gabrielius",CEO,397349,7,7.7,49510,44631,NA,6,Business Equipment
FR92642685060,2020,Other,"Gatesh, Gabrielius",CEO,325037,7.3,8,47288,43185,NA,6,Business Equipment
FR92642685060,2019,Other,"Gatesh, Gabrielius",CEO,343644,NA,7.8,NA,43823,NA,6,Business Equipment
FR92642685060,2018,Other,"Gatesh, Gabrielius",CEO,372369,NA,8.5,NA,43590,NA,6,Business Equipment
FR92642685060,2017,Other,"Gatesh, Gabrielius",CEO,370602,NA,8.6,NA,42970,NA,6,Business Equipment
FR92642685060,2016,Other,"Gatesh, Gabrielius",CEO,348568,NA,8.3,NA,41944,NA,6,Business Equipment
FR92642685060,2015,Other,"Gatesh, Gabrielius",CEO,317389,7,6.4,45320,49434,NA,6,Business Equipment
FR93440146683,2021,Other,"Walborn, Rebecca",Chairman and Chief Executive Officer,710384,4.3,5.5,65609,51253,NA,6,Business Equipment
FR93440146683,2020,Other,"Walborn, Rebecca",Chairman and Chief Executive Officer,490414,2.8,3.6,59632,46322,NA,6,Business Equipment
FR93440146683,2019,Other,"Walborn, Rebecca",Chairman and Chief Executive Officer,373440,4.7,5.6,48273,40264,NA,6,Business Equipment
FR93440146683,2018,Other,"Walborn, Rebecca",Chairman and Chief Executive Officer,200000,3.2,3.9,47372,38066,NA,6,Business Equipment
FR93440146683,2017,Other,"Walborn, Rebecca",Chairman and Chief Executive Officer,150000,5.7,7.1,46509,37554,NA,6,Business Equipment
FR93440146683,2016,Other,"Walborn, Rebecca",Chairman and Chief Executive Officer,731084,6.1,7.6,46347,37366,NA,6,Business Equipment
FR93440146683,2015,Other,"Walborn, Rebecca",Chairman and Chief Executive Officer,289468,5.8,7.2,44381,35927,NA,6,Business Equipment
FR93511783645,2021,Other,"Jackson, Celina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR93511783645,2020,Other,"Jackson, Celina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR93511783645,2019,Other,"Jackson, Celina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR93511783645,2018,Other,"Jackson, Celina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR93511783645,2017,Other,"Jackson, Celina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR93511783645,2016,Other,"Jackson, Celina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR93511783645,2015,Other,"Jackson, Celina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR94476509771,2021,Other,"Branham, Tsuzuki",Managing Partner,688200,25.1,25.5,NA,NA,NA,12,Other
FR94476509771,2020,Other,"Branham, Tsuzuki",Managing Partner,583200,21.4,21.7,NA,NA,NA,12,Other
FR94476509771,2019,Other,"Branham, Tsuzuki",Managing Partner,601000,23.2,23.9,NA,NA,NA,12,Other
FR94476509771,2018,Other,"Branham, Tsuzuki",Managing Partner,544200,24,24.7,NA,NA,NA,12,Other
FR94476509771,2017,Other,"Branham, Tsuzuki",Managing Partner,443200,18.1,18.8,NA,NA,NA,12,Other
FR94476509771,2016,Other,"Branham, Tsuzuki",Managing Partner,444800,17,19.1,NA,NA,NA,12,Other
FR94476509771,2015,Other,"Branham, Tsuzuki",Managing Partner,509200,15,23.6,NA,NA,NA,12,Other
FR95219626822,2021,Other,"Dilley, Joshua",Chairman and Chief Executive Officer,5853073,9.15,15.1,NA,NA,NA,5,Chemicals
FR95219626822,2020,Other,"Dilley, Joshua",Chairman and Chief Executive Officer,366327,7.96,12.4,NA,NA,NA,5,Chemicals
FR95219626822,2019,Other,"Dilley, Joshua",Chairman and Chief Executive Officer,370939,8.7,12.3,NA,NA,NA,5,Chemicals
FR95219626822,2018,Other,"Dilley, Joshua",Chairman and Chief Executive Officer,367605,8.5,11.4,NA,NA,NA,5,Chemicals
FR95219626822,2017,Other,"Dilley, Joshua",Chairman and Chief Executive Officer,1255780,9,12.7,NA,NA,NA,5,Chemicals
FR95219626822,2016,Other,"Dilley, Joshua",Chairman and Chief Executive Officer,372509,6.4,8.9,NA,NA,NA,5,Chemicals
FR95219626822,2015,Other,"Dilley, Joshua",Chairman and Chief Executive Officer,274936,9,12,NA,NA,NA,5,Chemicals
FR95378123896,2021,Other,"al-Parsa, Tameem",CEO,NA,11,13.6,84491,68286,NA,6,Business Equipment
FR95378123896,2020,Other,"al-Parsa, Tameem",CEO,989056,11.6,14.4,82700,66441,NA,6,Business Equipment
