isin_random,year,index,exec_name_random,exec_pos,exec_comp_total,pr_avg,pr_med,empl_comp_avg,empl_comp_med,empl_number_consid
FR83441951505,2018,Other,"Zamora, Shawn",CEO,244283,4.7,6.1,NA,NA,NA
FR83441951505,2017,Other,"Zamora, Shawn",CEO,217800,4.4,5.7,NA,NA,NA
FR83441951505,2016,Other,"Zamora, Shawn",CEO,214627,4.1,5.2,NA,NA,NA
FR83441951505,2015,Other,"Zamora, Shawn",CEO,208457,3.2,4.1,NA,NA,NA
FR83543641802,2021,Other,"Pinch, Jazlyn",NA,NA,NA,NA,NA,NA,NA
FR83543641802,2020,Other,"Pinch, Jazlyn",NA,NA,NA,NA,NA,NA,NA
FR83543641802,2019,Other,"Pinch, Jazlyn",NA,NA,NA,NA,NA,NA,NA
FR83543641802,2018,Other,"Pinch, Jazlyn",NA,NA,NA,NA,NA,NA,NA
FR83543641802,2017,Other,"Pinch, Jazlyn",NA,NA,NA,NA,NA,NA,NA
FR83543641802,2016,Other,"Pinch, Jazlyn",NA,NA,NA,NA,NA,NA,NA
FR83543641802,2015,Other,"Pinch, Jazlyn",NA,NA,NA,NA,NA,NA,NA
FR83884418343,2021,Other,"Lambouths, Cheyenne",Chairman and Chief Executive Officer,816130,8,9,NA,NA,NA
FR83884418343,2020,Other,"Lambouths, Cheyenne",Chairman and Chief Executive Officer,809907,7,11,NA,NA,NA
FR83884418343,2019,Other,"Lambouths, Cheyenne",Chairman and Chief Executive Officer,2732208,10,11,NA,NA,NA
FR83884418343,2018,Other,"Lambouths, Cheyenne",Chairman and Chief Executive Officer,917366,7,8,NA,NA,NA
FR83884418343,2017,Other,"Lambouths, Cheyenne",Chairman and Chief Executive Officer,531467,7,8,NA,NA,NA
FR83884418343,2016,Other,"Lambouths, Cheyenne",Chairman and Chief Executive Officer,508817,4,4,NA,NA,NA
FR83884418343,2015,Other,"Garcia, Tara",CEO,727500,4,5,NA,NA,NA
FR84078717690,2021,Other,"Crawleigh, Alexander",NA,NA,NA,NA,NA,NA,NA
FR84078717690,2020,Other,"Crawleigh, Alexander",NA,NA,NA,NA,NA,NA,NA
FR84078717690,2019,Other,"Crawleigh, Alexander",NA,NA,NA,NA,NA,NA,NA
FR84078717690,2018,Other,"Crawleigh, Alexander",NA,NA,NA,NA,NA,NA,NA
FR84078717690,2017,Other,"Crawleigh, Alexander",NA,NA,NA,NA,NA,NA,NA
FR84078717690,2016,Other,"Crawleigh, Alexander",NA,NA,NA,NA,NA,NA,NA
FR84078717690,2015,Other,"Crawleigh, Alexander",NA,NA,NA,NA,NA,NA,NA
FR84200073859,2021,Other,"Valdez, Pablo",NA,NA,NA,NA,NA,NA,NA
FR84200073859,2020,Other,"Valdez, Pablo",NA,NA,NA,NA,NA,NA,NA
FR84200073859,2019,Other,"Valdez, Pablo",NA,NA,NA,NA,NA,NA,NA
FR84200073859,2018,Other,"Valdez, Pablo",NA,NA,NA,NA,NA,NA,NA
FR84200073859,2017,Other,"Valdez, Pablo",NA,NA,NA,NA,NA,NA,NA
FR84200073859,2016,Other,"Valdez, Pablo",NA,NA,NA,NA,NA,NA,NA
FR84200073859,2015,Other,"Valdez, Pablo",NA,NA,NA,NA,NA,NA,NA
FR85096429430,2021,Other,"Davis, Andrew",NA,NA,NA,NA,NA,NA,NA
FR85096429430,2020,Other,"Davis, Andrew",NA,NA,NA,NA,NA,NA,NA
FR85096429430,2019,Other,"Davis, Andrew",NA,NA,NA,NA,NA,NA,NA
FR85096429430,2018,Other,"Davis, Andrew",NA,NA,NA,NA,NA,NA,NA
FR85096429430,2017,Other,"Davis, Andrew",NA,NA,NA,NA,NA,NA,NA
FR85096429430,2016,Other,"Davis, Andrew",NA,NA,NA,NA,NA,NA,NA
FR85096429430,2015,Other,"Davis, Andrew",NA,NA,NA,NA,NA,NA,NA
FR85542383789,2021,Other,"el-Allam, Hilmiyya",CEO,225000,1.1,1.1,NA,NA,NA
FR85542383789,2020,Other,"el-Allam, Hilmiyya",CEO,225000,NA,NA,NA,NA,NA
FR85542383789,2019,Other,"el-Allam, Hilmiyya",CEO,192850,1,1,NA,NA,NA
FR85542383789,2018,Other,"el-Allam, Hilmiyya",CEO,225000,0.9,0.9,NA,NA,NA
FR85542383789,2017,Other,"el-Allam, Hilmiyya",CEO,74620,0,0,NA,NA,NA
FR85542383789,2016,Other,"el-Allam, Hilmiyya",CEO,556289,3.2,3.6,NA,NA,NA
FR85542383789,2015,Other,"el-Allam, Hilmiyya",CEO,539719,2.8,3.1,NA,NA,NA
FR86065322514,2021,Other,"Hrelja, Donald",Chairman and Chief Executive Officer,884500,12.28,12.84,68383,65387,NA
FR86065322514,2020,Other,"Hrelja, Donald",Chairman and Chief Executive Officer,859500,12.4,13.41,68104,62986,NA
FR86065322514,2019,Other,"Hrelja, Donald",Chairman and Chief Executive Officer,796500,NA,12.27,71276,64900,NA
FR86065322514,2018,Other,"Hrelja, Donald",Chairman and Chief Executive Officer,NA,NA,11.99,68180,62442,NA
FR86065322514,2017,Other,"Hrelja, Donald",Chairman and Chief Executive Officer,687000,NA,10.46,68767,60881,NA
FR86065322514,2016,Other,"Hrelja, Donald",Chairman and Chief Executive Officer,604000,NA,9.97,67038,60057,NA
FR86065322514,2015,Other,"Hrelja, Donald",Chairman and Chief Executive Officer,616000,NA,9.47,65269,59017,NA
FR86648900222,2021,Other,"Ritchey, Beth",Chairman and Chief Executive Officer,354956,1.24,1.22,272818,NA,NA
FR86648900222,2020,Other,"Ritchey, Beth",Chairman and Chief Executive Officer,347856,0.81,0.97,437049,NA,NA
FR86648900222,2019,Other,"Ritchey, Beth",Chairman and Chief Executive Officer,353856,1.15,1.22,307525,NA,NA
FR86648900222,2018,Other,"Ritchey, Beth",Chairman and Chief Executive Officer,353856,0.93,1.24,381324,NA,NA
FR86648900222,2017,Other,"Ritchey, Beth",Chairman and Chief Executive Officer,353856,1.41,1.36,250139,NA,NA
FR86648900222,2016,Other,"Ritchey, Beth",Chairman and Chief Executive Officer,353856,1.29,1.33,274992,NA,NA
FR86648900222,2015,Other,"Ritchey, Beth",Chairman and Chief Executive Officer,353856,1.08,1.05,326958,NA,NA
FR87604975448,2021,Other,"Traversie, Grant",NA,NA,NA,NA,NA,NA,NA
FR87604975448,2020,Other,"Traversie, Grant",NA,NA,NA,NA,NA,NA,NA
FR87604975448,2019,Other,"Traversie, Grant",NA,NA,NA,NA,NA,NA,NA
FR87604975448,2018,Other,"Traversie, Grant",NA,NA,NA,NA,NA,NA,NA
FR87604975448,2017,Other,"Traversie, Grant",NA,NA,NA,NA,NA,NA,NA
FR87604975448,2016,Other,"Traversie, Grant",NA,NA,NA,NA,NA,NA,NA
FR87604975448,2015,Other,"Traversie, Grant",NA,NA,NA,NA,NA,NA,NA
FR87818151427,2021,Other,"Jurnett, Markies",CEO,NA,NA,NA,NA,NA,NA
FR87818151427,2020,Other,"Daugherty, Courtney",NA,NA,NA,NA,NA,NA,NA
FR87818151427,2019,Other,"Jurnett, Markies",CEO,886128,8.46,10.28,NA,NA,NA
FR87818151427,2018,Other,"Jurnett, Markies",CEO,964842,8.85,10.52,NA,NA,NA
FR87818151427,2017,Other,"Jurnett, Markies",CEO,869157,8.95,10.74,NA,NA,NA
FR87818151427,2016,Other,"Daugherty, Courtney",NA,743392,NA,NA,NA,NA,NA
FR87818151427,2015,Other,"Daugherty, Courtney",NA,NA,NA,NA,NA,NA,NA
FR87989371036,2021,Other,"el-Ashraf, Kanaan",Executive Chairman of the Manager,500000,3.63,6.57,137580,NA,NA
FR87989371036,2020,Other,"el-Ashraf, Kanaan",Executive Chairman of the Manager,500000,4.22,6.95,118497,NA,NA
FR87989371036,2019,Other,"el-Ashraf, Kanaan",Executive Chairman of the Manager,NA,4.28,7.14,NA,NA,NA
FR87989371036,2018,Other,"el-Ashraf, Kanaan",Executive Chairman of the Manager,NA,4.37,7.37,114831,NA,NA
FR87989371036,2017,Other,"el-Ashraf, Kanaan",Executive Chairman of the Manager,NA,4.42,7.31,113197,NA,NA
FR87989371036,2016,Other,"el-Ashraf, Kanaan",Executive Chairman of the Manager,NA,3.33,6.01,150053,NA,NA
FR87989371036,2015,Other,"el-Ashraf, Kanaan",Executive Chairman of the Manager,NA,3.3,6.13,142901,NA,NA
FR88440196036,2021,Other,"Jaeger, Tyreisha",CEO,2015800,22.1,28.1,NA,NA,1115
FR88440196036,2020,Other,"Jaeger, Tyreisha",CEO,1232100,30.5,38.2,NA,NA,NA
FR88440196036,2019,Other,"Jaeger, Tyreisha",CEO,1786900,29.7,37.4,NA,NA,NA
FR88440196036,2018,Other,"Jaeger, Tyreisha",CEO,1603400,16.7,21,NA,NA,NA
FR88440196036,2017,Other,"Jaeger, Tyreisha",CEO,1896800,NA,NA,NA,NA,NA
FR88440196036,2016,Other,"Jaeger, Tyreisha",CEO,1665300,NA,NA,NA,NA,NA
FR88440196036,2015,Other,"Jaeger, Tyreisha",CEO,2078700,NA,NA,NA,NA,NA
FR88749244538,2021,Other,"Ives, Alexander",Chairman and Chief Executive Officer,618800,7.21,10.26,86007,60500,NA
FR88749244538,2020,Other,"Ives, Alexander",Chairman and Chief Executive Officer,592300,7.22,10.47,NA,NA,NA
FR88749244538,2019,Other,"Ives, Alexander",Chairman and Chief Executive Officer,NA,6.95,9.57,NA,NA,NA
FR88749244538,2018,Other,"Ives, Alexander",Chairman and Chief Executive Officer,NA,7.15,9.57,NA,NA,NA
FR88749244538,2017,Other,"Ives, Alexander",Chairman and Chief Executive Officer,NA,6.44,8.39,NA,NA,NA
FR88749244538,2016,Other,"Ives, Alexander",Chairman and Chief Executive Officer,NA,6.82,8.77,NA,NA,NA
FR88749244538,2015,Other,"Ives, Alexander",Chairman and Chief Executive Officer,NA,6.93,9.17,NA,NA,NA
FR89057802008,2021,Other,"Ka, Carrington",CEO,NA,NA,NA,NA,NA,NA
FR89057802008,2020,Other,"Curry, Avery",NA,NA,NA,NA,NA,NA,NA
FR89057802008,2019,Other,"Ka, Carrington",CEO,455498,4.9,7.4,NA,NA,NA
FR89057802008,2018,Other,"Ka, Carrington",CEO,550681,4.6,4.6,NA,NA,NA
FR89057802008,2017,Other,"Ka, Carrington",CEO,646862,6.2,9.4,NA,NA,NA
FR89057802008,2016,Other,"Ka, Carrington",CEO,510903,6.2,9,NA,NA,NA
FR89057802008,2015,Other,"Ka, Carrington",CEO,464086,5.3,10.7,NA,NA,NA
FR89301628344,2021,Other,"el-Sharaf, Ghaidaa",Chairman and Chief Executive Officer,NA,4.9,6.9,NA,NA,NA
FR89301628344,2020,Other,"el-Sharaf, Ghaidaa",Chairman and Chief Executive Officer,NA,5.4,7.3,NA,NA,NA
FR89301628344,2019,Other,"el-Sharaf, Ghaidaa",Chairman and Chief Executive Officer,NA,5.2,6.9,NA,NA,NA
FR89301628344,2018,Other,"el-Sharaf, Ghaidaa",Chairman and Chief Executive Officer,NA,5.3,7.3,NA,NA,NA
FR89301628344,2017,Other,"el-Sharaf, Ghaidaa",Chairman and Chief Executive Officer,NA,5.6,7.9,NA,NA,NA
FR89301628344,2016,Other,"el-Sharaf, Ghaidaa",Chairman and Chief Executive Officer,NA,4,5.2,NA,NA,NA
FR89301628344,2015,Other,"el-Sharaf, Ghaidaa",Chairman and Chief Executive Officer,NA,2.9,3.8,NA,NA,NA
FR89973958022,2021,Other,"Paredes, Danielle",NA,NA,NA,NA,NA,NA,NA
FR89973958022,2020,Other,"Paredes, Danielle",NA,NA,NA,NA,NA,NA,NA
FR89973958022,2019,Other,"Paredes, Danielle",NA,NA,NA,NA,NA,NA,NA
FR89973958022,2018,Other,"Paredes, Danielle",NA,NA,NA,NA,NA,NA,NA
FR89973958022,2017,Other,"Paredes, Danielle",NA,NA,NA,NA,NA,NA,NA
FR89973958022,2016,Other,"Paredes, Danielle",NA,NA,NA,NA,NA,NA,NA
FR89973958022,2015,Other,"Paredes, Danielle",NA,NA,NA,NA,NA,NA,NA
FR90953612485,2021,Other,"Martinez, Gladys",Chairman and Chief Executive Officer,235466,3.09,4.21,NA,NA,NA
FR90953612485,2020,Other,"Martinez, Gladys",Chairman and Chief Executive Officer,418428,3.77,7.97,NA,NA,NA
FR90953612485,2019,Other,"Martinez, Gladys",Chairman and Chief Executive Officer,340585,5.07,6.75,NA,NA,NA
FR90953612485,2018,Other,"Martinez, Gladys",Chairman and Chief Executive Officer,302899,NA,NA,NA,NA,NA
FR90953612485,2017,Other,"Martinez, Gladys",Chairman and Chief Executive Officer,285016,NA,NA,NA,NA,NA
FR90953612485,2016,Other,"Martinez, Gladys",Chairman and Chief Executive Officer,237436,NA,NA,NA,NA,NA
FR90953612485,2015,Other,"Martinez, Gladys",Chairman and Chief Executive Officer,268116,NA,NA,NA,NA,NA
FR91969439324,2021,Other,"Romero, Breanna",CEO,NA,15,19,NA,NA,NA
FR91969439324,2020,Other,"Romero, Breanna",CEO,957053,18,23,NA,NA,NA
FR91969439324,2019,Other,"Romero, Breanna",CEO,790712,NA,NA,NA,NA,NA
FR91969439324,2018,Other,"Romero, Breanna",CEO,656673,NA,NA,NA,NA,NA
FR91969439324,2017,Other,"Romero, Breanna",CEO,644658,NA,NA,NA,NA,NA
FR91969439324,2016,Other,"Romero, Breanna",CEO,517790,NA,NA,NA,NA,NA
FR91969439324,2015,Other,"Romero, Breanna",CEO,414037,9,13,NA,NA,NA
FR92233571344,2021,Other,"Rondeau, John",CEO,1520596,32.52,36.93,46765,41177,NA
FR92233571344,2020,Other,"Rondeau, John",CEO,1230078,27.34,31.53,44997,39014,NA
FR92233571344,2019,Other,"Rondeau, John",CEO,1083805,23.11,26.07,46893,41567,NA
FR92233571344,2018,Other,"Rondeau, John",CEO,1393647,29.67,33.71,46974,41344,NA
FR92233571344,2017,Other,"Rondeau, John",CEO,846925,18.64,21.2,45437,39951,NA
FR92233571344,2016,Other,"Rondeau, John",CEO,794630,18.29,20.91,43458,38001,NA
FR92233571344,2015,Other,"Rondeau, John",CEO,695422,16.8,18.4,NA,NA,NA
FR93244640489,2021,Other,"Mitchell, Zsakkar",President of the Management Board,NA,NA,NA,NA,NA,NA
FR93244640489,2020,Other,"Lawrence, Joshua",NA,NA,NA,NA,NA,NA,NA
FR93244640489,2019,Other,"Mitchell, Zsakkar",President of the Management Board,NA,4.88,5.02,40261,39085,NA
FR93244640489,2018,Other,"Mitchell, Zsakkar",President of the Management Board,NA,4.76,4.76,41997,39457,NA
FR93244640489,2017,Other,"Mitchell, Zsakkar",President of the Management Board,NA,3.07,3.07,42315,39332,NA
FR93244640489,2016,Other,"Mitchell, Zsakkar",President of the Management Board,NA,1.9,2,41940,40147,NA
FR93244640489,2015,Other,"Lawrence, Joshua",NA,NA,NA,NA,NA,NA,NA
FR93278536130,2021,Other,"Grice, Laneesha",Chairman and Chief Executive Officer,431599,23.38,19.1,NA,NA,NA
FR93278536130,2020,Other,"Grice, Laneesha",Chairman and Chief Executive Officer,536570,NA,NA,NA,NA,NA
FR93278536130,2019,Other,"Grice, Laneesha",Chairman and Chief Executive Officer,431389,21.01,20.9,NA,NA,NA
FR93278536130,2018,Other,"Grice, Laneesha",Chairman and Chief Executive Officer,428959,13.69,16.16,NA,NA,NA
FR93278536130,2017,Other,"Grice, Laneesha",Chairman and Chief Executive Officer,417030,14,16.67,NA,NA,NA
FR93278536130,2016,Other,"Grice, Laneesha",Chairman and Chief Executive Officer,396859,13.88,16.49,NA,NA,NA
FR93278536130,2015,Other,"Grice, Laneesha",Chairman and Chief Executive Officer,360207,13.27,15.93,NA,NA,NA
FR93504950613,2021,Other,"Shaw, Ra'Shaun",General Manager,842911,18,21,47462,40833,NA
FR93504950613,2020,Other,"Shaw, Ra'Shaun",General Manager,879450,17,20,NA,NA,NA
FR93504950613,2019,Other,"Shaw, Ra'Shaun",General Manager,799053,NA,NA,NA,NA,NA
FR93504950613,2018,Other,"Shaw, Ra'Shaun",General Manager,925700,NA,NA,NA,NA,NA
FR93504950613,2017,Other,"Shaw, Ra'Shaun",General Manager,932797,NA,NA,NA,NA,NA
FR93504950613,2016,Other,"Shaw, Ra'Shaun",General Manager,865521,NA,NA,NA,NA,NA
FR93504950613,2015,Other,"Shaw, Ra'Shaun",General Manager,NA,NA,NA,NA,NA,NA
FR93731184151,2021,Other,"Singh, Destiny",CEO,NA,NA,NA,NA,NA,NA
FR93731184151,2020,Other,"Singh, Destiny",CEO,NA,NA,NA,NA,NA,NA
FR93731184151,2019,Other,"Singh, Destiny",CEO,NA,NA,NA,NA,NA,NA
FR93731184151,2018,Other,"al-Ismail, Tareefa",NA,NA,NA,NA,NA,NA,NA
FR93731184151,2017,Other,"al-Ismail, Tareefa",NA,NA,NA,NA,NA,NA,NA
FR93731184151,2016,Other,"al-Ismail, Tareefa",NA,NA,NA,NA,NA,NA,NA
FR93731184151,2015,Other,"al-Ismail, Tareefa",NA,NA,NA,NA,NA,NA,NA
FR94745180843,2021,Other,"Lopez, Draven",CEO,NA,NA,NA,NA,NA,NA
FR94745180843,2020,Other,"Lopez, Draven",CEO,45000,0.5,NA,133565,NA,NA
FR94745180843,2019,Other,"Sullivan, Anna",Chairman and Chief Executive Officer,82000,0.4,NA,137113,NA,NA
FR94745180843,2018,Other,"Sullivan, Anna",Chairman and Chief Executive Officer,NA,0.4,NA,156337,NA,NA
FR94745180843,2017,Other,"Sullivan, Anna",Chairman and Chief Executive Officer,NA,0.4,NA,132735,NA,NA
FR94745180843,2016,Other,"Sullivan, Anna",Chairman and Chief Executive Officer,NA,0.3,NA,124909,NA,NA
FR94745180843,2015,Other,"Sullivan, Anna",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR94775213202,2021,Other,"Land, Brianna",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR94775213202,2020,Other,"Land, Brianna",Chairman and Chief Executive Officer,1822703,7.71,10.29,NA,NA,NA
FR94775213202,2019,Other,"Land, Brianna",Chairman and Chief Executive Officer,1883095,NA,NA,NA,NA,NA
FR94775213202,2018,Other,"Land, Brianna",Chairman and Chief Executive Officer,1556996,NA,NA,NA,NA,NA
FR94775213202,2017,Other,"Land, Brianna",Chairman and Chief Executive Officer,1153845,NA,NA,NA,NA,NA
FR94775213202,2016,Other,"Land, Brianna",Chairman and Chief Executive Officer,921623,NA,NA,NA,NA,NA
FR94775213202,2015,Other,"Land, Brianna",Chairman and Chief Executive Officer,642529,5.76,7.02,NA,NA,NA
FR95814471358,2021,Other,"Martinez, Malca",Chairman and Chief Executive Officer,232550,0.58,0.58,52005,51815,NA
FR95814471358,2020,Other,"Martinez, Malca",Chairman and Chief Executive Officer,238240,4.37,4.42,NA,NA,NA
FR95814471358,2019,Other,"Martinez, Malca",Chairman and Chief Executive Officer,208000,0.59,0.61,50822,49125,NA
FR95814471358,2018,Other,"Martinez, Malca",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR95814471358,2017,Other,"Martinez, Malca",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR95814471358,2016,Other,"Martinez, Malca",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR95814471358,2015,Other,"Martinez, Malca",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR95857220615,2021,Other,"Chow, Casey",Chairman and Chief Executive Officer,893230,6,9,144474,137594,NA
FR95857220615,2020,Other,"Chow, Casey",Chairman and Chief Executive Officer,2588100,16,27,157601,94214,NA
FR95857220615,2019,Other,"Chow, Casey",Chairman and Chief Executive Officer,829451,5,10,164359,82332,NA
FR95857220615,2018,Other,"Seyoum, Mercedes",CEO,1080825,7,13,146258,84376,NA
FR95857220615,2017,Other,"Seyoum, Mercedes",CEO,981390,4,12,220163,81092,NA
FR95857220615,2016,Other,"Seyoum, Mercedes",CEO,NA,8,20,320139,131729,NA
FR95857220615,2015,Other,"Seyoum, Mercedes",CEO,NA,4,6,71753,52718,NA
FR96278746672,2021,Other,"Martel, Nicole",CEO,653532,NA,NA,NA,NA,NA
FR96278746672,2020,Other,"Martel, Nicole",CEO,411032,11.3,13.6,NA,NA,NA
FR96278746672,2019,Other,"Martel, Nicole",CEO,2093017,11.3,13.7,NA,NA,NA
FR96278746672,2018,Other,"Martel, Nicole",CEO,414240,39.5,49.6,NA,NA,NA
FR96278746672,2017,Other,"Martel, Nicole",CEO,344240,9.1,14.2,NA,NA,NA
FR96278746672,2016,Other,"Martel, Nicole",CEO,295163,9.1,13.5,NA,NA,NA
FR96278746672,2015,Other,"Martel, Nicole",CEO,314000,8.8,3.4,NA,NA,NA
FR96412313871,2021,Other,"al-Bina, Amal",NA,NA,NA,NA,NA,NA,NA
FR96412313871,2020,Other,"al-Bina, Amal",NA,NA,NA,NA,NA,NA,NA
FR96412313871,2019,Other,"al-Bina, Amal",NA,NA,NA,NA,NA,NA,NA
FR96412313871,2018,Other,"al-Bina, Amal",NA,NA,NA,NA,NA,NA,NA
FR96412313871,2017,Other,"al-Bina, Amal",NA,NA,NA,NA,NA,NA,NA
FR96412313871,2016,Other,"al-Bina, Amal",NA,NA,NA,NA,NA,NA,NA
FR96412313871,2015,Other,"al-Bina, Amal",NA,NA,NA,NA,NA,NA,NA
FR96898131493,2021,Other,"Shahan, Elias",Chairman and Chief Executive Officer,15969,NA,NA,NA,NA,NA
FR96898131493,2020,Other,"Shahan, Elias",Chairman and Chief Executive Officer,36000,NA,NA,NA,NA,NA
FR96898131493,2019,Other,"Shahan, Elias",Chairman and Chief Executive Officer,36000,NA,NA,NA,NA,NA
FR96898131493,2018,Other,"Shahan, Elias",Chairman and Chief Executive Officer,36000,NA,NA,NA,NA,NA
FR96898131493,2017,Other,"Shahan, Elias",Chairman and Chief Executive Officer,12000,0.47,0.63,25447,19157,NA
FR96898131493,2016,Other,"Shahan, Elias",Chairman and Chief Executive Officer,12000,0.58,0.65,20799,18500,NA
FR96898131493,2015,Other,"Shahan, Elias",Chairman and Chief Executive Officer,12000,0.58,0.58,20787,20787,NA
FR97318436915,2021,Other,"Marshall, Devonte",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR97318436915,2020,Other,"Marshall, Devonte",Chairman and Chief Executive Officer,161811,5,5.7,NA,NA,NA
FR97318436915,2019,Other,"Marshall, Devonte",Chairman and Chief Executive Officer,195252,6.3,6,NA,NA,NA
FR97318436915,2018,Other,"Marshall, Devonte",Chairman and Chief Executive Officer,258953,7.7,7.4,NA,NA,NA
FR97318436915,2017,Other,"Marshall, Devonte",Chairman and Chief Executive Officer,251567,7,8.4,NA,NA,NA
FR97318436915,2016,Other,"Marshall, Devonte",Chairman and Chief Executive Officer,261281,7.6,8,NA,NA,NA
FR97318436915,2015,Other,"Marshall, Devonte",Chairman and Chief Executive Officer,206188,6.9,6.6,NA,NA,NA
FR97707992360,2021,Other,"al-Jaffer, Sumbula",CEO,9135000,3.64,5.11,NA,NA,NA
FR97707992360,2020,Other,"al-Jaffer, Sumbula",CEO,5789000,4.07,5.89,NA,NA,NA
FR97707992360,2019,Other,"al-Jaffer, Sumbula",CEO,5741000,4.5,6.51,NA,NA,NA
FR97707992360,2018,Other,"al-Jaffer, Sumbula",CEO,577500,4.06,3.16,NA,NA,NA
FR97707992360,2017,Other,"al-Jaffer, Sumbula",CEO,577500,4.8,9.04,NA,NA,NA
FR97707992360,2016,Other,"al-Jaffer, Sumbula",CEO,577500,5.22,9.07,NA,NA,NA
FR97707992360,2015,Other,"al-Jaffer, Sumbula",CEO,577500,5.65,8.46,NA,NA,NA
FR98375728022,2021,Other,"Fields, Danielle",CEO,NA,NA,NA,NA,NA,NA
FR98375728022,2020,Other,"Fields, Danielle",CEO,357524,4.3,5.1,75000,63000,NA
FR98375728022,2019,Other,"Fields, Danielle",CEO,347146,4,4.7,76000,63000,NA
FR98375728022,2018,Other,"Fields, Danielle",CEO,320321,4,4.7,77000,66000,NA
FR98375728022,2017,Other,"Fields, Danielle",CEO,316284,3.6,NA,86000,65000,NA
FR98375728022,2016,Other,"Fields, Danielle",CEO,209997,2.6,NA,83000,NA,NA
FR98375728022,2015,Other,"Fields, Danielle",CEO,284972,3.4,NA,82000,NA,NA
FR99025942971,2021,Other,"Quezada Escarcega, Michelle",CEO,189015,4.66,5.75,52671,45002,NA
FR99025942971,2020,Other,"Quezada Escarcega, Michelle",CEO,188882,4.75,5.83,40449,32836,NA
FR99025942971,2019,Other,"Quezada Escarcega, Michelle",CEO,190636,4.8,5.88,39757,32411,NA
FR99025942971,2018,Other,"Quezada Escarcega, Michelle",CEO,191115,4.81,5.9,36593,30947,NA
FR99025942971,2017,Other,"Quezada Escarcega, Michelle",CEO,185125,4.66,5.72,35003,29873,NA
FR99025942971,2016,Other,"Quezada Escarcega, Michelle",CEO,182865,4.6,5.64,32480,27260,NA
FR99025942971,2015,Other,"Quezada Escarcega, Michelle",CEO,210033,4.88,5.99,30999,27414,NA
FR99173514570,2021,Other,"Rudy, Zachary",Chairman and Chief Executive Officer,240000,5.4,6.1,44528,39661,NA
FR99173514570,2020,Other,"Rudy, Zachary",Chairman and Chief Executive Officer,240000,5.4,6.1,44528,39661,NA
FR99173514570,2019,Other,"Rudy, Zachary",Chairman and Chief Executive Officer,280000,5.2,5.6,53968,49949,NA
FR99173514570,2018,Other,"Rudy, Zachary",Chairman and Chief Executive Officer,160000,3.3,3.7,48006,43012,NA
FR99173514570,2017,Other,"Rudy, Zachary",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR99173514570,2016,Other,"Rudy, Zachary",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR99173514570,2015,Other,"Rudy, Zachary",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR99196512752,2021,Other,"Rape, Makayla",Chairman and Chief Executive Officer,769750,6.6,10.3,154342,NA,NA
FR99196512752,2020,Other,"Rape, Makayla",Chairman and Chief Executive Officer,831474,6,9.2,138475,NA,NA
FR99196512752,2019,Other,"Rape, Makayla",Chairman and Chief Executive Officer,667123,NA,NA,160653,NA,NA
FR99196512752,2018,Other,"Rape, Makayla",Chairman and Chief Executive Officer,1626225,NA,NA,164123,NA,NA
FR99196512752,2017,Other,"Rape, Makayla",Chairman and Chief Executive Officer,670397,NA,NA,149264,NA,NA
FR99196512752,2016,Other,"Rape, Makayla",Chairman and Chief Executive Officer,1070296,NA,NA,138475,NA,NA
FR99196512752,2015,Other,"Rape, Makayla",Chairman and Chief Executive Officer,1790943,9,22,NA,NA,NA
FR99274243546,2021,Other,"al-Muhammad, Thaamir",Chairman and Chief Executive Officer,240000,7.4,8.6,32216,27819,NA
FR99274243546,2020,Other,"al-Muhammad, Thaamir",Chairman and Chief Executive Officer,240000,0.9,0.9,269588,261478,NA
FR99274243546,2019,Other,"al-Muhammad, Thaamir",Chairman and Chief Executive Officer,NA,0.9,0.9,271665,279162,NA
FR99274243546,2018,Other,"al-Muhammad, Thaamir",Chairman and Chief Executive Officer,NA,0.8,0.8,285831,285831,NA
FR99274243546,2017,Other,"al-Muhammad, Thaamir",Chairman and Chief Executive Officer,240000,1.5,1.9,163774,128600,NA
